Molekuel,Ansatz_Art,Ansatz_Tiefe,Optimierer,Fehler_Art,Fehler_Rate,Exakte_Energie_Hartree,Berechnete_Energie_Hartree,Optimierer_Schritte,Dauer_Sekunden
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.011,-1.0900919314191353,-0.6570988480381984,225,695.59
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.014,-1.0900919314191353,-0.615264695985505,231,710.83
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.01,-1.0900919314191353,-0.6136511116576021,242,776.34
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.016,-1.0900919314191353,-0.5418551968016405,222,705.89
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.017,-1.0900919314191353,-0.2406914297990091,212,627.43
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.018000000000000002,-1.0900919314191353,-0.5268728451041318,211,647.54
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.019,-1.0900919314191353,-0.23522846410244055,186,584.05
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.021,-1.0900919314191353,-0.23252051020415415,183,582.22
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.02,-1.0900919314191353,-0.30228390663821225,200,658.62
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.023,-1.0900919314191353,-0.21425463589991542,192,591.65
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.022,-1.0900919314191353,-0.20953451999540146,219,676.79
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.026000000000000002,-1.0900919314191353,-0.227731054154044,203,610.35
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.024,-1.0900919314191353,-0.41291441371875426,232,723.99
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.025,-1.0900919314191353,-0.05984770398808545,234,735.12
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.028,-1.0900919314191353,-0.13782988390170142,168,523.41
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.027,-1.0900919314191353,-0.4057636382506219,193,587.48
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.029,-1.0900919314191353,-0.46897675897694874,226,698.43
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.033,-1.0900919314191353,-0.2843980572644291,205,617.83
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.031,-1.0900919314191353,-0.38002571968001664,236,706.5
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.032,-1.0900919314191353,-0.37930785534705225,209,663.86
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.03,-1.0900919314191353,-0.05799952719295676,247,808.06
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.034,-1.0900919314191353,-0.2910945205762809,209,660.82
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.035,-1.0900919314191353,-0.21315437769441095,210,656.6
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.037,-1.0900919314191353,-0.07911806735898325,209,637.88
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.036000000000000004,-1.0900919314191353,-0.18597397191409126,247,772.92
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.038,-1.0900919314191353,-0.10499429765964241,207,648.32
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.039,-1.0900919314191353,-0.026252249427827057,209,631.41
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.04,-1.0900919314191353,-0.194680730330259,206,617.99
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.041,-1.0900919314191353,-0.17003949183053657,229,720.64
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.042,-1.0900919314191353,-0.18359027576017917,216,678.14
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.043000000000000003,-1.0900919314191353,-0.17286846377481022,236,734.14
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.044,-1.0900919314191353,-0.09006784541944357,231,710.25
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.046,-1.0900919314191353,0.023161874037938512,178,564.55
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.045,-1.0900919314191353,-0.19438130109646534,262,806.33
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.047,-1.0900919314191353,0.044147739201934044,218,703.15
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.051000000000000004,-1.0900919314191353,0.1145325582314814,193,594.05
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.048,-1.0900919314191353,0.014532384449607805,236,714.7
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.049,-1.0900919314191353,-0.10631816072944134,274,836.49
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.05,-1.0900919314191353,-0.051138646489285344,249,768.91
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.052000000000000005,-1.0900919314191353,0.05537100926191513,225,680.31
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.053,-1.0900919314191353,-0.05896641958838761,226,712.79
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.054,-1.0900919314191353,0.013306241070535296,233,703.62
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.055,-1.0900919314191353,0.0834005814190879,217,680.26
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.057,-1.0900919314191353,0.09121160844456772,185,559.88
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.056,-1.0900919314191353,0.10125936501531702,215,687.93
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.058,-1.0900919314191353,0.09132853447532135,210,646.39
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.059000000000000004,-1.0900919314191353,0.1841791024829148,186,586.37
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.06,-1.0900919314191353,0.12223343163023415,223,677.14
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.061,-1.0900919314191353,0.060803009691128784,229,686.17
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.063,-1.0900919314191353,0.17913336225550264,189,566.19
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.062,-1.0900919314191353,0.04090651014683927,222,707.99
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.067,-1.0900919314191353,0.17291231758745007,183,573.44
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.065,-1.0900919314191353,0.19628577987607132,219,667.8
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.064,-1.0900919314191353,0.13751881247367287,238,749.57
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.066,-1.0900919314191353,0.15864804417613115,254,807.68
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.069,-1.0900919314191353,0.18045797641756456,197,604.49
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.07100000000000001,-1.0900919314191353,0.23669620723874213,187,564.88
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.07,-1.0900919314191353,0.19941531258395467,201,609.77
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.068,-1.0900919314191353,0.263395134764396,262,823.91
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.07200000000000001,-1.0900919314191353,0.175082745473512,203,640.95
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.073,-1.0900919314191353,0.3993865423688148,195,607.16
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.075,-1.0900919314191353,0.2365152480653714,216,672.23
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.074,-1.0900919314191353,0.28519644552979106,238,719.0
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.078,-1.0900919314191353,0.26414947061776295,189,568.0
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.076,-1.0900919314191353,0.21447568784197385,218,691.41
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.077,-1.0900919314191353,0.21931065176556824,248,748.83
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.08,-1.0900919314191353,0.26076900296714883,225,707.81
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.081,-1.0900919314191353,0.2802313121445206,209,665.57
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.079,-1.0900919314191353,0.23194977061356864,258,780.52
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.082,-1.0900919314191353,0.31106644174007086,164,523.24
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.084,-1.0900919314191353,0.34295640565823143,222,667.46
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.083,-1.0900919314191353,0.2847088336920219,223,716.1
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.085,-1.0900919314191353,0.33143949900616043,193,580.24
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.08600000000000001,-1.0900919314191353,0.3539843938607609,190,606.06
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.088,-1.0900919314191353,0.3091708787050069,191,601.77
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.08700000000000001,-1.0900919314191353,0.31289492080368303,226,679.16
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.089,-1.0900919314191353,0.4461966307473101,195,633.27
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.091,-1.0900919314191353,0.35917172462654334,191,601.71
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.09,-1.0900919314191353,0.3203513590190811,243,734.88
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.094,-1.0900919314191353,0.40219978275003054,192,581.2
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.092,-1.0900919314191353,0.42116605028262866,217,660.97
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.093,-1.0900919314191353,0.36370050236311124,209,671.04
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.095,-1.0900919314191353,0.3591288915548129,232,725.24
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.098,-1.0900919314191353,0.5162173597483951,182,583.37
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.097,-1.0900919314191353,0.3847908173394685,201,615.18
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.096,-1.0900919314191353,0.36308365472785087,215,689.96
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.099,-1.0900919314191353,0.37145332230608225,228,710.26
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,depolarizing,0.1,-1.0900919314191353,0.3946446758549022,241,724.99
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.001,-1.0900919314191353,-0.8631709209171309,211,628.15
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.002,-1.0900919314191353,-0.8089396586099225,231,689.83
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.003,-1.0900919314191353,-0.8388333176429159,245,763.55
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.006,-1.0900919314191353,-0.722403171305512,209,621.95
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.004,-1.0900919314191353,-0.6539410816237508,243,763.9
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.005,-1.0900919314191353,-0.5217789100875989,262,843.88
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.007,-1.0900919314191353,-0.68293755477988,253,794.11
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.009000000000000001,-1.0900919314191353,-0.5465258148391449,231,692.91
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.008,-1.0900919314191353,-0.5956540311637155,253,793.94
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.01,-1.0900919314191353,-0.5871751027184289,235,702.65
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.011,-1.0900919314191353,-0.2284866442022593,220,663.7
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.013000000000000001,-1.0900919314191353,-0.4766146743121054,221,668.19
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.012,-1.0900919314191353,-0.45353853195724314,243,760.68
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.014,-1.0900919314191353,-0.15679492716069682,217,685.54
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.016,-1.0900919314191353,-0.19478371155845517,205,639.79
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.015,-1.0900919314191353,-0.21423937986035996,205,665.1
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.018000000000000002,-1.0900919314191353,-0.08280241773882213,198,618.33
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.017,-1.0900919314191353,-0.26358043285362714,224,680.56
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.019,-1.0900919314191353,-0.18780458038608253,205,609.41
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.02,-1.0900919314191353,-0.06808255543781966,213,646.84
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.022,-1.0900919314191353,0.08314704409709989,189,600.06
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.021,-1.0900919314191353,-0.2117273782035201,228,686.39
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.023,-1.0900919314191353,0.091730114985906,193,611.93
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.024,-1.0900919314191353,-0.005716916111141113,211,656.02
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.028,-1.0900919314191353,-0.026028082482425663,196,585.57
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.027,-1.0900919314191353,0.04506202855193725,212,647.06
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.026000000000000002,-1.0900919314191353,0.005304104580386715,217,693.42
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.025,-1.0900919314191353,-0.09756535456939158,252,808.72
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.029,-1.0900919314191353,0.06989991286148678,211,645.45
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.03,-1.0900919314191353,0.17120981600953022,210,658.05
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.031,-1.0900919314191353,0.15364475615226875,219,668.41
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.032,-1.0900919314191353,0.11907456340908396,225,695.53
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.033,-1.0900919314191353,0.16222889630917042,186,573.93
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.036000000000000004,-1.0900919314191353,0.3585695820734808,178,576.82
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.034,-1.0900919314191353,0.19712415962043373,222,670.35
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.037,-1.0900919314191353,0.24299273292013795,198,629.19
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.035,-1.0900919314191353,0.20120899722928626,228,698.93
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.038,-1.0900919314191353,0.40063896297422746,201,616.82
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.039,-1.0900919314191353,0.3185393403613664,205,646.5
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.042,-1.0900919314191353,0.3059017955830074,178,551.62
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.04,-1.0900919314191353,0.2975851662951198,206,625.58
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.046,-1.0900919314191353,0.33889628586756854,179,543.94
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.041,-1.0900919314191353,0.3142699271805875,263,814.84
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.043000000000000003,-1.0900919314191353,0.3422009913314091,207,671.37
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.045,-1.0900919314191353,0.5401656725429976,191,608.78
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.044,-1.0900919314191353,0.3635537210813973,207,629.97
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.047,-1.0900919314191353,0.36886106489364845,225,692.59
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.049,-1.0900919314191353,0.40361835416315295,183,568.62
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.048,-1.0900919314191353,0.37655587511741573,212,678.55
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.05,-1.0900919314191353,0.4005382567821539,233,712.84
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.052000000000000005,-1.0900919314191353,0.5005620638712094,183,565.1
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.055,-1.0900919314191353,0.49720164642294773,189,576.45
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.054,-1.0900919314191353,0.4764739309452044,210,662.31
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.053,-1.0900919314191353,0.48964056648797455,212,689.78
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.051000000000000004,-1.0900919314191353,0.42093528211077424,241,744.16
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.056,-1.0900919314191353,0.5409072334103325,188,586.83
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.057,-1.0900919314191353,0.4981478002103019,189,576.53
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.058,-1.0900919314191353,0.6206671813238944,198,599.85
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.059000000000000004,-1.0900919314191353,0.6192319930749349,195,619.42
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.06,-1.0900919314191353,0.5416403941133464,202,614.93
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.061,-1.0900919314191353,0.5545351274834168,189,600.85
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.064,-1.0900919314191353,0.6096855575394412,190,602.05
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.062,-1.0900919314191353,0.5767899421291065,214,666.21
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.063,-1.0900919314191353,0.5351455173545413,210,666.83
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.066,-1.0900919314191353,0.5907814916998435,195,590.63
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.065,-1.0900919314191353,0.6043397378610994,227,725.85
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.067,-1.0900919314191353,0.7416868245319299,218,658.16
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.069,-1.0900919314191353,0.6772654162089038,159,483.58
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.068,-1.0900919314191353,0.6075898577052314,204,637.59
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.07,-1.0900919314191353,0.6529362566029668,176,547.61
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.07200000000000001,-1.0900919314191353,0.6398043449883941,192,594.6
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.073,-1.0900919314191353,0.6737789022024641,184,574.46
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.074,-1.0900919314191353,0.6477597896502837,186,566.58
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.07100000000000001,-1.0900919314191353,0.7176342001629907,228,744.75
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.075,-1.0900919314191353,0.6966227854030888,199,634.65
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.076,-1.0900919314191353,0.6900328459321128,183,552.09
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.077,-1.0900919314191353,0.82029973605707,185,559.88
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.078,-1.0900919314191353,0.7339138217199956,213,668.47
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.079,-1.0900919314191353,0.710262926079688,217,676.91
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.081,-1.0900919314191353,0.7557058319900891,193,612.2
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.08,-1.0900919314191353,0.7555549279865122,200,622.74
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.083,-1.0900919314191353,0.7895065591513004,179,573.39
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.082,-1.0900919314191353,0.742408234117502,200,610.19
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.08600000000000001,-1.0900919314191353,0.7660323498438621,191,580.65
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.084,-1.0900919314191353,0.7432128139204139,210,679.77
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.085,-1.0900919314191353,0.7817067942349496,226,681.05
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.088,-1.0900919314191353,0.809907914602321,170,544.55
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.08700000000000001,-1.0900919314191353,0.7757057225927604,220,693.82
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.089,-1.0900919314191353,0.791949785070827,181,565.76
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.09,-1.0900919314191353,0.7891779656137659,190,583.05
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.092,-1.0900919314191353,0.8221389918938139,190,580.74
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.094,-1.0900919314191353,0.8410360132791397,168,529.94
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.093,-1.0900919314191353,0.840425991031263,205,612.22
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.091,-1.0900919314191353,0.7887378389293608,249,785.12
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.095,-1.0900919314191353,0.8176646982776805,202,602.48
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.097,-1.0900919314191353,0.8334565199464482,177,555.5
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.096,-1.0900919314191353,0.8260395370521059,223,685.83
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.099,-1.0900919314191353,0.8714544753396756,188,564.65
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.098,-1.0900919314191353,0.8656223618083158,192,589.27
LiH_Reduced_8_Qubits,TwoLocal,1,COBYLA,bitflip,0.1,-1.0900919314191353,0.8504310088447611,198,588.28
LiH_Reduced_8_Qubits,TwoLocal,1,SPSA,noiseless,0.0,-1.0900919314191353,-0.8271787065945454,500,1354.43
LiH_Reduced_8_Qubits,TwoLocal,1,SPSA,depolarizing,0.001,-1.0900919314191353,-0.8249262914760447,500,1719.31
LiH_Reduced_8_Qubits,TwoLocal,1,SPSA,depolarizing,0.003,-1.0900919314191353,-0.65635488035563,500,1713.56
LiH_Reduced_8_Qubits,TwoLocal,1,SPSA,depolarizing,0.002,-1.0900919314191353,-0.9793036903907778,500,1780.76
LiH_Reduced_8_Qubits,TwoLocal,1,SPSA,depolarizing,0.005,-1.0900919314191353,-0.5475577952325759,500,1761.0
LiH_Reduced_8_Qubits,TwoLocal,1,SPSA,depolarizing,0.004,-1.0900919314191353,-0.776043504759996,500,1779.72
