Molekuel,Ansatz_Art,Ansatz_Tiefe,Optimierer,Fehler_Art,Fehler_Rate,Exakte_Energie_Hartree,Berechnete_Energie_Hartree,Optimierer_Schritte,Dauer_Sekunden
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.05,-1.8572750302023775,-1.7306529286526788,43,1.53
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.051000000000000004,-1.8572750302023775,-1.7147555863408062,100,3.36
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.052000000000000005,-1.8572750302023775,-1.7356241602477123,48,1.62
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.053,-1.8572750302023775,-1.7334916586499334,52,1.81
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.054,-1.8572750302023775,-1.7244091383715578,44,1.58
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.055,-1.8572750302023775,-1.7233572425081511,49,1.66
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.056,-1.8572750302023775,-1.7185469868040566,47,1.66
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.057,-1.8572750302023775,-1.7132651408456376,51,1.82
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.058,-1.8572750302023775,-1.7196158040986111,51,1.74
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.059000000000000004,-1.8572750302023775,-1.7213977164910608,45,1.58
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.06,-1.8572750302023775,-1.7051412355854096,40,1.34
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.061,-1.8572750302023775,-1.7084474132056855,53,1.75
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.062,-1.8572750302023775,-1.700985562995937,44,1.47
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.063,-1.8572750302023775,-1.6984321501106412,44,1.46
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.064,-1.8572750302023775,-1.707471909899915,64,2.1
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.065,-1.8572750302023775,-1.6987873869934802,56,1.86
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.066,-1.8572750302023775,-1.7005021138568375,53,1.89
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.067,-1.8572750302023775,-1.6977578486699139,58,1.93
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.068,-1.8572750302023775,-1.6960136241213648,49,1.65
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.069,-1.8572750302023775,-1.6814393430460628,45,1.49
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.07,-1.8572750302023775,-1.6970646521678718,53,1.77
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.07100000000000001,-1.8572750302023775,-1.6871724926163658,54,1.81
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.07200000000000001,-1.8572750302023775,-1.6736526266187448,50,1.7
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.073,-1.8572750302023775,-1.688404028449706,58,1.92
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.074,-1.8572750302023775,-1.6863987963759501,47,1.59
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.075,-1.8572750302023775,-1.687545972227304,57,2.46
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.076,-1.8572750302023775,-1.6741164810479947,48,1.73
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.077,-1.8572750302023775,-1.6820208547354862,60,2.02
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.078,-1.8572750302023775,-1.6821512379195946,49,1.64
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.079,-1.8572750302023775,-1.6815112200270326,61,2.04
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.08,-1.8572750302023775,-1.6700138482655809,43,1.46
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.081,-1.8572750302023775,-1.6767740060777057,55,1.83
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.082,-1.8572750302023775,-1.6744752693527918,57,1.9
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.083,-1.8572750302023775,-1.6602678569162073,55,1.83
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.084,-1.8572750302023775,-1.6654674174068365,46,1.55
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.085,-1.8572750302023775,-1.6650335929115907,45,1.5
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.08600000000000001,-1.8572750302023775,-1.661609192334318,53,1.79
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.08700000000000001,-1.8572750302023775,-1.64863374200852,47,1.66
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.088,-1.8572750302023775,-1.6632845273171166,54,1.8
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.089,-1.8572750302023775,-1.6542161941522582,60,2.04
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.09,-1.8572750302023775,-1.6448115489121486,47,1.58
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.091,-1.8572750302023775,-1.6569808058715798,47,1.58
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.092,-1.8572750302023775,-1.6429949044180328,46,1.54
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.093,-1.8572750302023775,-1.6305907112834235,50,1.71
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.094,-1.8572750302023775,-1.6370267927797015,44,1.49
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.095,-1.8572750302023775,-1.645586688992644,58,1.94
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.096,-1.8572750302023775,-1.626752490085325,52,1.75
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.097,-1.8572750302023775,-1.6363300436217891,46,1.56
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.098,-1.8572750302023775,-1.6276755342383804,50,1.68
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.099,-1.8572750302023775,-1.6231646844193994,45,1.53
H2_2_Qubits,TwoLocal,1,COBYLA,depolarizing,0.1,-1.8572750302023775,-1.6334037493489464,54,1.82
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.001,-1.8572750302023775,-1.8555322989383138,65,2.16
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.002,-1.8572750302023775,-1.8512693734175776,49,1.64
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.003,-1.8572750302023775,-1.8489714037013762,49,1.65
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.004,-1.8572750302023775,-1.8403963173723918,54,1.82
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.005,-1.8572750302023775,-1.8391417833112076,50,1.68
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.006,-1.8572750302023775,-1.832591826342077,45,1.51
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.007,-1.8572750302023775,-1.8235029082681253,68,2.27
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.008,-1.8572750302023775,-1.8287351244195125,53,1.78
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.009000000000000001,-1.8572750302023775,-1.827442328949973,69,2.3
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.01,-1.8572750302023775,-1.8222009259586,51,1.71
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.011,-1.8572750302023775,-1.8182095598743762,95,3.14
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.012,-1.8572750302023775,-1.8137758201430842,48,1.62
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.013000000000000001,-1.8572750302023775,-1.810528273812743,45,1.52
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.014,-1.8572750302023775,-1.8045785274456398,61,2.03
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.015,-1.8572750302023775,-1.8025975110886525,46,1.54
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.016,-1.8572750302023775,-1.8001099242046374,44,1.51
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.017,-1.8572750302023775,-1.7998931648679217,55,1.84
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.018000000000000002,-1.8572750302023775,-1.7949572789357957,51,1.73
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.019,-1.8572750302023775,-1.7856605027318584,47,1.59
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.02,-1.8572750302023775,-1.7849755426307188,63,2.12
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.021,-1.8572750302023775,-1.7836801403981701,54,1.8
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.022,-1.8572750302023775,-1.7795161819291356,60,2.04
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.023,-1.8572750302023775,-1.775231755276875,45,1.52
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.024,-1.8572750302023775,-1.7714291378507658,43,1.46
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.025,-1.8572750302023775,-1.7628013779585088,50,1.72
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.026000000000000002,-1.8572750302023775,-1.7624065050382813,46,1.63
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.027,-1.8572750302023775,-1.7604502512160831,47,1.83
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.028,-1.8572750302023775,-1.7489868096290349,47,1.61
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.029,-1.8572750302023775,-1.752057655244857,48,1.66
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.03,-1.8572750302023775,-1.7472218510426154,53,1.81
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.031,-1.8572750302023775,-1.7412784803558181,46,1.56
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.032,-1.8572750302023775,-1.7440549883371919,67,2.26
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.033,-1.8572750302023775,-1.7312916663182047,51,1.82
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.034,-1.8572750302023775,-1.729672547379878,54,1.81
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.035,-1.8572750302023775,-1.7317193370988622,56,1.88
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.036000000000000004,-1.8572750302023775,-1.726618042701644,62,2.11
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.037,-1.8572750302023775,-1.7179561419170657,54,1.84
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.038,-1.8572750302023775,-1.7155317019754945,63,2.14
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.039,-1.8572750302023775,-1.7111503205887302,49,1.67
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.04,-1.8572750302023775,-1.7123847258494829,53,1.82
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.041,-1.8572750302023775,-1.712291847078904,47,1.58
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.042,-1.8572750302023775,-1.7051383166793377,45,1.55
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.043000000000000003,-1.8572750302023775,-1.6997064255426273,65,2.21
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.044,-1.8572750302023775,-1.7010421083630909,59,2.01
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.045,-1.8572750302023775,-1.693903225571141,50,1.7
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.046,-1.8572750302023775,-1.6883272634028776,52,1.77
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.047,-1.8572750302023775,-1.6485605038005553,64,2.14
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.048,-1.8572750302023775,-1.6767219395177988,50,1.7
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.049,-1.8572750302023775,-1.6819733329665048,45,1.54
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.05,-1.8572750302023775,-1.67269770829791,50,1.68
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.051000000000000004,-1.8572750302023775,-1.668601078089654,58,1.96
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.052000000000000005,-1.8572750302023775,-1.6710658265145444,50,1.69
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.053,-1.8572750302023775,-1.6697433182564576,51,1.73
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.054,-1.8572750302023775,-1.6553065625890115,47,1.59
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.055,-1.8572750302023775,-1.6586294084670032,57,2.02
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.056,-1.8572750302023775,-1.654350985783597,57,1.95
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.057,-1.8572750302023775,-1.6522674319133623,54,1.84
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.058,-1.8572750302023775,-1.6489047558609244,41,1.41
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.059000000000000004,-1.8572750302023775,-1.6450270946133627,77,2.59
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.06,-1.8572750302023775,-1.641151504026575,56,1.89
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.061,-1.8572750302023775,-1.5638638250975272,44,1.52
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.062,-1.8572750302023775,-1.6392769077025018,71,2.4
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.063,-1.8572750302023775,-1.636553426734006,49,1.67
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.064,-1.8572750302023775,-1.6309354038010189,70,2.36
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.065,-1.8572750302023775,-1.6276605737949026,49,1.69
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.066,-1.8572750302023775,-1.6242343010126072,65,2.23
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.067,-1.8572750302023775,-1.613047187080155,39,1.37
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.068,-1.8572750302023775,-1.6191987171634312,56,1.92
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.069,-1.8572750302023775,-1.6180443427473086,60,2.05
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.07,-1.8572750302023775,-1.6141463445250643,64,2.18
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.07100000000000001,-1.8572750302023775,-1.611295738615101,54,1.85
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.07200000000000001,-1.8572750302023775,-1.5959610064493044,51,1.73
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.073,-1.8572750302023775,-1.5923256429468764,49,1.69
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.074,-1.8572750302023775,-1.5993014784943151,50,1.71
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.075,-1.8572750302023775,-1.597708091484507,77,2.63
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.076,-1.8572750302023775,-1.5921487664329894,47,1.62
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.077,-1.8572750302023775,-1.5875563936845518,60,2.05
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.078,-1.8572750302023775,-1.5753311521949822,53,1.8
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.079,-1.8572750302023775,-1.5864974489262669,59,2.03
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.08,-1.8572750302023775,-1.5789765284307977,46,1.68
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.081,-1.8572750302023775,-1.5588936084365181,49,1.74
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.082,-1.8572750302023775,-1.5733660814783228,51,1.74
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.083,-1.8572750302023775,-1.5634605798130314,60,2.04
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.084,-1.8572750302023775,-1.5656131170431569,58,1.99
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.085,-1.8572750302023775,-1.5623931030158005,51,1.74
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.08600000000000001,-1.8572750302023775,-1.5616524128009661,46,1.58
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.08700000000000001,-1.8572750302023775,-1.5436827086012108,50,1.72
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.088,-1.8572750302023775,-1.5555951412895799,54,1.85
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.089,-1.8572750302023775,-1.5482424072753587,46,1.58
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.09,-1.8572750302023775,-1.5349774212087344,47,1.62
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.091,-1.8572750302023775,-1.5393334120152025,69,2.35
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.092,-1.8572750302023775,-1.53631434617706,49,1.71
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.093,-1.8572750302023775,-1.5193568422258346,54,1.86
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.094,-1.8572750302023775,-1.5331207200282324,54,1.87
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.095,-1.8572750302023775,-1.5189230938798386,44,1.5
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.096,-1.8572750302023775,-1.523985792619469,50,1.73
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.097,-1.8572750302023775,-1.5284482745116663,52,1.79
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.098,-1.8572750302023775,-1.526498404693577,50,1.75
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.099,-1.8572750302023775,-1.523746227882211,53,1.81
H2_2_Qubits,TwoLocal,1,COBYLA,bitflip,0.1,-1.8572750302023775,-1.5085898960063109,51,1.75
H2_2_Qubits,TwoLocal,1,SPSA,noiseless,0.0,-1.8572750302023775,-1.8589364463970006,500,19.91
H2_2_Qubits,TwoLocal,1,SPSA,depolarizing,0.001,-1.8572750302023775,-1.855837656769955,500,17.54
H2_2_Qubits,TwoLocal,1,SPSA,depolarizing,0.002,-1.8572750302023775,-1.8540225842874967,500,17.06
H2_2_Qubits,TwoLocal,1,SPSA,depolarizing,0.003,-1.8572750302023775,-1.8508088838192907,500,17.12
H2_2_Qubits,TwoLocal,1,SPSA,depolarizing,0.004,-1.8572750302023775,-1.8488501780671525,500,17.23
H2_2_Qubits,TwoLocal,1,SPSA,depolarizing,0.005,-1.8572750302023775,-1.847149637700356,500,17.28
H2_2_Qubits,TwoLocal,1,SPSA,depolarizing,0.006,-1.8572750302023775,-1.8435837543560658,500,17.44
H2_2_Qubits,TwoLocal,1,SPSA,depolarizing,0.007,-1.8572750302023775,-1.8429648461511905,500,17.45
H2_2_Qubits,TwoLocal,1,SPSA,depolarizing,0.008,-1.8572750302023775,-1.8395991097707494,500,17.66
H2_2_Qubits,TwoLocal,1,SPSA,depolarizing,0.009000000000000001,-1.8572750302023775,-1.833750908630154,500,17.6
H2_2_Qubits,TwoLocal,1,SPSA,depolarizing,0.01,-1.8572750302023775,-1.8318702398189792,500,17.6
H2_2_Qubits,TwoLocal,1,SPSA,depolarizing,0.011,-1.8572750302023775,-1.8284128249681653,500,17.34
H2_2_Qubits,TwoLocal,1,SPSA,depolarizing,0.012,-1.8572750302023775,-1.8274463174410056,500,17.22
H2_2_Qubits,TwoLocal,1,SPSA,depolarizing,0.013000000000000001,-1.8572750302023775,-1.8246354097654298,500,17.55
H2_2_Qubits,TwoLocal,1,SPSA,depolarizing,0.014,-1.8572750302023775,-1.8200826692009582,500,17.68
H2_2_Qubits,TwoLocal,1,SPSA,depolarizing,0.015,-1.8572750302023775,-1.8218068771567477,500,17.49
H2_2_Qubits,TwoLocal,1,SPSA,depolarizing,0.016,-1.8572750302023775,-1.8175443728261222,500,17.82
H2_2_Qubits,TwoLocal,1,SPSA,depolarizing,0.017,-1.8572750302023775,-1.8172605783230038,500,17.66
H2_2_Qubits,TwoLocal,1,SPSA,depolarizing,0.018000000000000002,-1.8572750302023775,-1.8147101179434764,500,17.8
H2_2_Qubits,TwoLocal,1,SPSA,depolarizing,0.019,-1.8572750302023775,-1.8101890720456781,500,17.73
H2_2_Qubits,TwoLocal,1,SPSA,depolarizing,0.02,-1.8572750302023775,-1.8064509147717893,500,17.84
H2_2_Qubits,TwoLocal,1,SPSA,depolarizing,0.021,-1.8572750302023775,-1.804697804193576,500,17.27
H2_2_Qubits,TwoLocal,1,SPSA,depolarizing,0.022,-1.8572750302023775,-1.8016578475486833,500,17.43
H2_2_Qubits,TwoLocal,1,SPSA,depolarizing,0.023,-1.8572750302023775,-1.7984307847022918,500,17.54
H2_2_Qubits,TwoLocal,1,SPSA,depolarizing,0.024,-1.8572750302023775,-1.8034501127038878,500,17.59
